neighborhood,area,rooms,age,parking,price
سعادت آباد,80,1,20,0,7637611866
سعادت آباد,80,1,20,1,8146893347
سعادت آباد,80,1,25,0,7136010512
سعادت آباد,80,1,25,1,8027628699
سعادت آباد,80,2,0,0,10831831444
سعادت آباد,80,2,0,1,11333410864
سعادت آباد,80,2,5,0,10156550965
سعادت آباد,80,2,5,1,10590871105
سعادت آباد,80,2,10,0,9547001538
سعادت آباد,80,2,10,1,10368337837
سعادت آباد,80,2,15,0,8670478738
سعادت آباد,80,2,15,1,9672522836
سعادت آباد,80,2,20,0,8439167255
سعادت آباد,80,2,20,1,8962019345
سعادت آباد,80,2,25,0,7374035296
سعادت آباد,80,2,25,1,8084692715
سعادت آباد,80,3,0,0,11260256933
سعادت آباد,80,3,0,1,11838316951
سعادت آباد,80,3,5,0,10447318448
سعادت آباد,80,3,5,1,11169311683
سعادت آباد,80,3,10,0,9897431471
سعادت آباد,80,3,10,1,10526837139
سعادت آباد,80,3,15,0,9510597612
سعادت آباد,80,3,15,1,10222961361
سعادت آباد,80,3,20,0,8825484522
سعادت آباد,80,3,20,1,9235127364
سعادت آباد,80,3,25,0,8117876986
سعادت آباد,80,3,25,1,8862338946
سعادت آباد,80,4,0,0,11342171273
سعادت آباد,80,4,0,1,12272744452
سعادت آباد,80,4,5,0,10919314290
سعادت آباد,80,4,5,1,11568589325
سعادت آباد,80,4,10,0,10417894766
سعادت آباد,80,4,10,1,11325771319
سعادت آباد,80,4,15,0,9589424404
سعادت آباد,80,4,15,1,10777408066
سعادت آباد,80,4,20,0,9365243172
سعادت آباد,80,4,20,1,10045806192
سعادت آباد,80,4,25,0,8581752902
سعادت آباد,80,4,25,1,9093109890
سعادت آباد,80,5,0,0,11981935415
سعادت آباد,80,5,0,1,12598733741
سعادت آباد,80,5,5,0,11528982557
سعادت آباد,80,5,5,1,12091463500
سعادت آباد,80,5,10,0,10727769733
سعادت آباد,80,5,10,1,11574776562
سعادت آباد,80,5,15,0,10151016265
سعادت آباد,80,5,15,1,11020632747
سعادت آباد,80,5,20,0,9718940239
سعادت آباد,80,5,20,1,10103696849
سعادت آباد,80,5,25,0,9016805530
سعادت آباد,80,5,25,1,9668247588
سعادت آباد,90,1,0,0,11368082840
سعادت آباد,90,1,0,1,12096099347
سعادت آباد,90,1,5,0,10801052198
سعادت آباد,90,1,5,1,11409030010
سعادت آباد,90,1,10,0,9941201622
سعادت آباد,90,1,10,1,10563825435
سعادت آباد,90,1,15,0,9468843470
سعادت آباد,90,1,15,1,10130833509
سعادت آباد,90,1,20,0,8905192652
سعادت آباد,90,1,20,1,9382898284
سعادت آباد,90,1,25,0,8214021768
سعادت آباد,90,1,25,1,8976383443
سعادت آباد,90,2,0,0,11939221445
سعادت آباد,90,2,0,1,12306302236
سعادت آباد,90,2,5,0,10989314039
سعادت آباد,90,2,5,1,11740442662
سعادت آباد,90,2,10,0,10714502899
سعادت آباد,90,2,10,1,11168020895
سعادت آباد,90,2,15,0,10274882512
سعادت آباد,90,2,15,1,10930619269
سعادت آباد,90,2,20,0,9508305190
سعادت آباد,90,2,20,1,10380489265
سعادت آباد,90,2,25,0,8507940460
سعادت آباد,90,2,25,1,9472092171
سعادت آباد,90,3,0,0,12517299699
سعادت آباد,90,3,0,1,12921702941
سعادت آباد,90,3,5,0,11749273290
سعادت آباد,90,3,5,1,12400407562
سعادت آباد,90,3,10,0,11348714746
سعادت آباد,90,3,10,1,11819406282
سعادت آباد,90,3,15,0,10791606248
سعادت آباد,90,3,15,1,11099969254
سعادت آباد,90,3,20,0,9704297752
سعادت آباد,90,3,20,1,10664548680
سعادت آباد,90,3,25,0,9307964532
سعادت آباد,90,3,25,1,10106989206
سعادت آباد,90,4,0,0,13088127807
سعادت آباد,90,4,0,1,13550763056
سعادت آباد,90,4,5,0,12176781297
سعادت آباد,90,4,5,1,12924305842
سعادت آباد,90,4,10,0,11443941125
سعادت آباد,90,4,10,1,12486316006
سعادت آباد,90,4,15,0,10935614473
سعادت آباد,90,4,15,1,11863564388
سعادت آباد,90,4,20,0,10680081121
سعادت آباد,90,4,20,1,11339622782
سعادت آباد,90,4,25,0,9743568679
سعادت آباد,90,4,25,1,10685790111
سعادت آباد,90,5,0,0,13189137322
سعادت آباد,90,5,0,1,14052952737
سعادت آباد,90,5,5,0,12862824257
سعادت آباد,90,5,5,1,13502607870
سعادت آباد,90,5,10,0,12332461598
سعادت آباد,90,5,10,1,12675647823
سعادت آباد,90,5,15,0,11377052195
سعادت آباد,90,5,15,1,12082241317
سعادت آباد,90,5,20,0,10703400190
سعادت آباد,90,5,20,1,11674954239
سعادت آباد,90,5,25,0,10198998732
سعادت آباد,90,5,25,1,11211996645
سعادت آباد,100,1,0,0,12572280740
سعادت آباد,100,1,0,1,13364578489
سعادت آباد,100,1,5,0,11854492898
سعادت آباد,100,1,5,1,12675717184
سعادت آباد,100,1,10,0,11395843653
سعادت آباد,100,1,10,1,12048060525
سعادت آباد,100,1,15,0,10460214758
سعادت آباد,100,1,15,1,11644592909
سعادت آباد,100,1,20,0,10392705483
سعادت آباد,100,1,20,1,10539118298
سعادت آباد,100,1,25,0,9362554260
سعادت آباد,100,1,25,1,10309616364
سعادت آباد,100,2,0,0,12852771460
سعادت آباد,100,2,0,1,13973343087
سعادت آباد,100,2,5,0,12204123973
سعادت آباد,100,2,5,1,12904796007
سعادت آباد,100,2,10,0,11707457085
سعادت آباد,100,2,10,1,12623011222
سعادت آباد,100,2,15,0,11061781005
سعادت آباد,100,2,15,1,11895269084
سعادت آباد,100,2,20,0,10689031874
سعادت آباد,100,2,20,1,11427490618
سعادت آباد,100,2,25,0,10180786746
سعادت آباد,100,2,25,1,10996423380
سعادت آباد,100,3,0,0,13637867862
سعادت آباد,100,3,0,1,14413846417
سعادت آباد,100,3,5,0,12943611588
سعادت آباد,100,3,5,1,13648961737
سعادت آباد,100,3,10,0,12067180383
سعادت آباد,100,3,10,1,13247042318
سعادت آباد,100,3,15,0,11813702866
سعادت آباد,100,3,15,1,12568588882
سعادت آباد,100,3,20,0,11162513145
سعادت آباد,100,3,20,1,11896381859
سعادت آباد,100,3,25,0,10630972422
سعادت آباد,100,3,25,1,10972562806
سعادت آباد,100,4,0,0,13704972456
سعادت آباد,100,4,0,1,14987051678
سعادت آباد,100,4,5,0,13228231162
سعادت آباد,100,4,5,1,13981552108
سعادت آباد,100,4,10,0,12989912977
سعادت آباد,100,4,10,1,13406293185
سعادت آباد,100,4,15,0,12459755252
سعادت آباد,100,4,15,1,12707033355
سعادت آباد,100,4,20,0,11708367712
سعادت آباد,100,4,20,1,12388160767
سعادت آباد,100,4,25,0,10918885638
سعادت آباد,100,4,25,1,11909441334
سعادت آباد,100,5,0,0,14384684121
سعادت آباد,100,5,0,1,15137914535
سعادت آباد,100,5,5,0,14086133829
سعادت آباد,100,5,5,1,14415857946
سعادت آباد,100,5,10,0,13559254194
سعادت آباد,100,5,10,1,14057867863
سعادت آباد,100,5,15,0,12927019441
سعادت آباد,100,5,15,1,13402991207
سعادت آباد,100,5,20,0,12195696694
سعادت آباد,100,5,20,1,12900797112
سعادت آباد,100,5,25,0,11587020961
سعادت آباد,100,5,25,1,12323948934
سعادت آباد,110,1,0,0,13524545239
سعادت آباد,110,1,0,1,14226650264
سعادت آباد,110,1,5,0,12881094600
سعادت آباد,110,1,5,1,14008258459
سعادت آباد,110,1,10,0,12542440167
سعادت آباد,110,1,10,1,12972449433
سعادت آباد,110,1,15,0,11605730299
سعادت آباد,110,1,15,1,12753434573
سعادت آباد,110,1,20,0,11302276394
سعادت آباد,110,1,20,1,11807432494
سعادت آباد,110,1,25,0,10998253991
سعادت آباد,110,1,25,1,11157290713
سعادت آباد,110,2,0,0,14244879589
سعادت آباد,110,2,0,1,14938380009
سعادت آباد,110,2,5,0,13816876580
سعادت آباد,110,2,5,1,14599850549
سعادت آباد,110,2,10,0,13106554298
سعادت آباد,110,2,10,1,13777151549
سعادت آباد,110,2,15,0,12143614633
سعادت آباد,110,2,15,1,13372494102
سعادت آباد,110,2,20,0,11965690584
سعادت آباد,110,2,20,1,12782670941
سعادت آباد,110,2,25,0,11163842501
سعادت آباد,110,2,25,1,11674754462
سعادت آباد,110,3,0,0,14744871969
سعادت آباد,110,3,0,1,15344254954
سعادت آباد,110,3,5,0,13962835437
سعادت آباد,110,3,5,1,15010614600
سعادت آباد,110,3,10,0,13261716013
سعادت آباد,110,3,10,1,14400031308
سعادت آباد,110,3,15,0,13193907675
سعادت آباد,110,3,15,1,13528870589
سعادت آباد,110,3,20,0,12251809812
سعادت آباد,110,3,20,1,13233444829
سعادت آباد,110,3,25,0,11759048423
سعادت آباد,110,3,25,1,12454212758
سعادت آباد,110,4,0,0,15119562441
سعادت آباد,110,4,0,1,15968614429
سعادت آباد,110,4,5,0,14876837931
سعادت آباد,110,4,5,1,15278406554
سعادت آباد,110,4,10,0,14120795547
سعادت آباد,110,4,10,1,14577389922
سعادت آباد,110,4,15,0,13210219282
سعادت آباد,110,4,15,1,14257740834
سعادت آباد,110,4,20,0,12558797755
سعادت آباد,110,4,20,1,13459731229
سعادت آباد,110,4,25,0,12296330254
سعادت آباد,110,4,25,1,13073042037
سعادت آباد,110,5,0,0,15411866895
سعادت آباد,110,5,0,1,16198875839
سعادت آباد,110,5,5,0,15235492507
سعادت آباد,110,5,5,1,15717244674
سعادت آباد,110,5,10,0,14787318112
سعادت آباد,110,5,10,1,15077526384
سعادت آباد,110,5,15,0,13664587747
سعادت آباد,110,5,15,1,14666320156
سعادت آباد,110,5,20,0,13282527314
سعادت آباد,110,5,20,1,13869254533
سعادت آباد,110,5,25,0,12434463197
سعادت آباد,110,5,25,1,13563077915
سعادت آباد,120,1,0,0,15036513088
سعادت آباد,120,1,0,1,15883394635
سعادت آباد,120,1,5,0,14302876263
سعادت آباد,120,1,5,1,15194066895
سعادت آباد,120,1,10,0,13495119096
سعادت آباد,120,1,10,1,14242049109
سعادت آباد,120,1,15,0,12902629239
سعادت آباد,120,1,15,1,13887019443
سعادت آباد,120,1,20,0,12304373183
سعادت آباد,120,1,20,1,12910036941
سعادت آباد,120,1,25,0,12144667291
سعادت آباد,120,1,25,1,12461005139
سعادت آباد,120,2,0,0,15205728565
سعادت آباد,120,2,0,1,15882778963
سعادت آباد,120,2,5,0,14739372279
سعادت آباد,120,2,5,1,15313167959
سعادت آباد,120,2,10,0,14359263782
سعادت آباد,120,2,10,1,15075701121
سعادت آباد,120,2,15,0,13775574870
سعادت آباد,120,2,15,1,14210945583
سعادت آباد,120,2,20,0,12999917917
سعادت آباد,120,2,20,1,13737822964
سعادت آباد,120,2,25,0,12208892172
سعادت آباد,120,2,25,1,13152515115
سعادت آباد,120,3,0,0,16133604772
سعادت آباد,120,3,0,1,16886075154
سعادت آباد,120,3,5,0,15047001167
سعادت آباد,120,3,5,1,15879431411
سعادت آباد,120,3,10,0,14429555110
سعادت آباد,120,3,10,1,15459560369
سعادت آباد,120,3,15,0,14089641191
سعادت آباد,120,3,15,1,14860820145
سعادت آباد,120,3,20,0,13384765876
سعادت آباد,120,3,20,1,13995720741
سعادت آباد,120,3,25,0,13187864150
سعادت آباد,120,3,25,1,13671407581
سعادت آباد,120,4,0,0,16223682779
سعادت آباد,120,4,0,1,17394410599
سعادت آباد,120,4,5,0,15665444374
سعادت آباد,120,4,5,1,16737817322
سعادت آباد,120,4,10,0,15476455361
سعادت آباد,120,4,10,1,16135489998
سعادت آباد,120,4,15,0,14718334414
سعادت آباد,120,4,15,1,15438388517
سعادت آباد,120,4,20,0,14122981775
سعادت آباد,120,4,20,1,14529556118
سعادت آباد,120,4,25,0,13244361887
سعادت آباد,120,4,25,1,13858283762
سعادت آباد,120,5,0,0,17050211574
سعادت آباد,120,5,0,1,17566373306
سعادت آباد,120,5,5,0,16449212721
سعادت آباد,120,5,5,1,16862983946
سعادت آباد,120,5,10,0,15645542609
سعادت آباد,120,5,10,1,16267212531
سعادت آباد,120,5,15,0,15212894749
سعادت آباد,120,5,15,1,15957874916
سعادت آباد,120,5,20,0,14330527103
سعادت آباد,120,5,20,1,15038489221
سعادت آباد,120,5,25,0,13941034232
سعادت آباد,120,5,25,1,14888366059
سعادت آباد,130,1,0,0,16147032932
سعادت آباد,130,1,0,1,17016566626
سعادت آباد,130,1,5,0,15268678061
سعادت آباد,130,1,5,1,16178585614
سعادت آباد,130,1,10,0,15045748840
سعادت آباد,130,1,10,1,15509136759
سعادت آباد,130,1,15,0,14162402590
سعادت آباد,130,1,15,1,15294478406
سعادت آباد,130,1,20,0,13543196499
سعادت آباد,130,1,20,1,14553533774
سعادت آباد,130,1,25,0,12903643945
سعادت آباد,130,1,25,1,13994828943
سعادت آباد,130,2,0,0,16495804062
سعادت آباد,130,2,0,1,17389525396
سعادت آباد,130,2,5,0,16131681619
سعادت آباد,130,2,5,1,16856150103
سعادت آباد,130,2,10,0,15549232064
سعادت آباد,130,2,10,1,15949446588
سعادت آباد,130,2,15,0,14516018158
سعادت آباد,130,2,15,1,15400820347
سعادت آباد,130,2,20,0,14372899159
سعادت آباد,130,2,20,1,14886949855
سعادت آباد,130,2,25,0,13789320358
سعادت آباد,130,2,25,1,14073157609
سعادت آباد,130,3,0,0,16962110249
سعادت آباد,130,3,0,1,18000715248
سعادت آباد,130,3,5,0,16243493637
سعادت آباد,130,3,5,1,17358463923
سعادت آباد,130,3,10,0,16088224025
سعادت آباد,130,3,10,1,16707428247
سعادت آباد,130,3,15,0,15403453196
سعادت آباد,130,3,15,1,16260174003
سعادت آباد,130,3,20,0,14726070267
سعادت آباد,130,3,20,1,15113032173
سعادت آباد,130,3,25,0,14347037020
سعادت آباد,130,3,25,1,14885384981
سعادت آباد,130,4,0,0,17476946776
سعادت آباد,130,4,0,1,18127585129
سعادت آباد,130,4,5,0,17259775063
سعادت آباد,130,4,5,1,17444767256
سعادت آباد,130,4,10,0,16434133802
سعادت آباد,130,4,10,1,17102625128
سعادت آباد,130,4,15,0,15869868729
سعادت آباد,130,4,15,1,16325998585
سعادت آباد,130,4,20,0,15445994752
سعادت آباد,130,4,20,1,15629910504
سعادت آباد,130,4,25,0,14651161822
سعادت آباد,130,4,25,1,15369615489
سعادت آباد,130,5,0,0,17968402157
سعادت آباد,130,5,0,1,18665299943
سعادت آباد,130,5,5,0,17441848766
سعادت آباد,130,5,5,1,18075057514
سعادت آباد,130,5,10,0,16739581020
سعادت آباد,130,5,10,1,17574454004
سعادت آباد,130,5,15,0,16416934370
سعادت آباد,130,5,15,1,16882809571
سعادت آباد,130,5,20,0,15441667654
سعادت آباد,130,5,20,1,16272723278
سعادت آباد,130,5,25,0,15162550546
سعادت آباد,130,5,25,1,15608085250
سعادت آباد,140,1,0,0,17183068850
سعادت آباد,140,1,0,1,18150776254
سعادت آباد,140,1,5,0,16881690378
سعادت آباد,140,1,5,1,17677957373
سعادت آباد,140,1,10,0,15995200360
سعادت آباد,140,1,10,1,16694558240
سعادت آباد,140,1,15,0,15416342000
سعادت آباد,140,1,15,1,16112697640
سعادت آباد,140,1,20,0,14776058661
سعادت آباد,140,1,20,1,15588203433
سعادت آباد,140,1,25,0,14381091723
سعادت آباد,140,1,25,1,15270541244
سعادت آباد,140,2,0,0,17861151517
سعادت آباد,140,2,0,1,18456498812
سعادت آباد,140,2,5,0,17301905280
سعادت آباد,140,2,5,1,18163144972
سعادت آباد,140,2,10,0,16748950036
سعادت آباد,140,2,10,1,17520886052
سعادت آباد,140,2,15,0,16294733205
سعادت آباد,140,2,15,1,16532741422
سعادت آباد,140,2,20,0,15350550899
سعادت آباد,140,2,20,1,16112740441
سعادت آباد,140,2,25,0,14796101250
سعادت آباد,140,2,25,1,15439545713
سعادت آباد,140,3,0,0,18288004367
سعادت آباد,140,3,0,1,19153162811
سعادت آباد,140,3,5,0,17657552591
سعادت آباد,140,3,5,1,18558066185
سعادت آباد,140,3,10,0,16881782937
سعادت آباد,140,3,10,1,17743378532
سعادت آباد,140,3,15,0,16218245783
سعادت آباد,140,3,15,1,17341548032
سعادت آباد,140,3,20,0,16167034224
سعادت آباد,140,3,20,1,16887712802
سعادت آباد,140,3,25,0,15326102525
سعادت آباد,140,3,25,1,16291016548
سعادت آباد,140,4,0,0,18915523510
سعادت آباد,140,4,0,1,19518528821
سعادت آباد,140,4,5,0,18314219175
سعادت آباد,140,4,5,1,18974034810
سعادت آباد,140,4,10,0,17768034228
سعادت آباد,140,4,10,1,18364259089
سعادت آباد,140,4,15,0,17160912725
سعادت آباد,140,4,15,1,17736698699
سعادت آباد,140,4,20,0,16326585435
سعادت آباد,140,4,20,1,17014230748
سعادت آباد,140,4,25,0,15611308618
سعادت آباد,140,4,25,1,16682893354
سعادت آباد,140,5,0,0,19259687114
سعادت آباد,140,5,0,1,20075561671
سعادت آباد,140,5,5,0,18695005001
سعادت آباد,140,5,5,1,19623829039
سعادت آباد,140,5,10,0,17975231064
سعادت آباد,140,5,10,1,18572538747
سعادت آباد,140,5,15,0,17226255668
سعادت آباد,140,5,15,1,18186971920
سعادت آباد,140,5,20,0,16826842001
سعادت آباد,140,5,20,1,17507349446
سعادت آباد,140,5,25,0,16199793324
سعادت آباد,140,5,25,1,16917369430
سعادت آباد,150,1,0,0,18574368403
سعادت آباد,150,1,0,1,19091994375
سعادت آباد,150,1,5,0,17954317621
سعادت آباد,150,1,5,1,18612526473
